web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href,Profile_Pic-src
1695384214-227,https://lawrato.com/lawyers/pune?&page=,Advocate Harshal Jadhav,https://lawrato.com/advocate-harshal-jadhav,Advocate Harshal Jadhav,18 years,"District Court, Shivajinagar, Pune","English, Hindi, Marathi","Civil, Documentation, Landlord/Tenant, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright, Wills / Trusts",,3,https://lawrato.com/lawyers/pune?&page=3,https://lawrato.com/expert_images/thumb/webp/advocate-harshal-jadhav.webp
1695384048-188,https://lawrato.com/lawyers/pune?&page=,Advocate Aashutosh Srivastava,https://lawrato.com/advocate-aashutosh-srivastava,Advocate Aashutosh Srivastava,17 years,"Moledena Road, Camp, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Criminal, Divorce, Domestic Violence, High Court, Media and Entertainment, Medical Negligence, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-aashutosh-srivastava.webp
1695384052-189,https://lawrato.com/lawyers/pune?&page=,Advocate KB Patil,https://lawrato.com/advocate-kb-patil,Advocate KB Patil,11 years,"Lohegaon, Pune","English, Hindi, Kannada, Konkani, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Domestic Violence, High Court, NCLT, Patent, Property, RERA, Succession Certificate, Trademark & Copyright",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-kb-patil.webp
1695384056-190,https://lawrato.com/lawyers/pune?&page=,Advocate Bharat Pandirao Pawar,https://lawrato.com/advocate-bharat-pandirao-pawar,Advocate Bharat Pandirao Pawar,13 years,"Vishrantwandi, Pune","English, Hindi, Marathi, Sanskrit, Urdu","Bankruptcy / Insolvency, Breach of Contract, Child Custody, Civil, Corporate, Court Marriage, Divorce, Domestic Violence, Family, High Court, Media and Entertainment, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-bharat-pandirao-pawar.webp
1695384060-191,https://lawrato.com/lawyers/pune?&page=,Advocate Mahesh Ravi Iyer,https://lawrato.com/advocate-mahesh-iyer,Advocate Mahesh Ravi Iyer,15 years,"East Street, Pune","English, Hindi, Marathi, Tamil","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family, High Court, NCLT, Property, Recovery, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-mahesh-iyer.webp
1695384065-192,https://lawrato.com/lawyers/pune?&page=,Advocate Vijaykumar Bhujangrao Dhakane,https://lawrato.com/advocate-vijaykumar-bhujangrao-dhakane,Advocate Vijaykumar Bhujangrao Dhakane,19 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/advocate-vijaykumar-bhujangrao-dhakane.jpg
1695384069-193,https://lawrato.com/lawyers/pune?&page=,Advocate Dhananjay Ravikant Gangawane,https://lawrato.com/advocate-dhananjay-ravikant-gangawane,Advocate Dhananjay Ravikant Gangawane,7 years,"Vadgaon Maval, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Documentation, Family, High Court, Property, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-dhananjay-ravikant-gangawane.webp
1695384073-194,https://lawrato.com/lawyers/pune?&page=,Advocate Kalyan Narayan Shinde,https://lawrato.com/advocate-kalyan-shinde,Advocate Kalyan Narayan Shinde,15 years,"Ambegaon Budruk, Pune","English, Hindi, Marathi",Documentation,,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-kalyan-shinde.webp
1695384078-195,https://lawrato.com/lawyers/pune?&page=,Advocate Kavita Kulkarni,https://lawrato.com/advocate-kavita-kulkarni,Advocate Kavita Kulkarni,40 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-kavita-kulkarni.webp
1695384082-196,https://lawrato.com/lawyers/pune?&page=,Advocate Pravin Dnyaneshwar Pasalkar,https://lawrato.com/advocate-pravin-dnyaneshwar-pasalkar,Advocate Pravin Dnyaneshwar Pasalkar,7 years,"Karvenagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-pravin-dnyaneshwar-pasalkar.webp
1695384086-197,https://lawrato.com/lawyers/pune?&page=,Advocate Rohan Rathod,https://lawrato.com/advocate-rohan-rathod,Advocate Rohan Rathod,9 years,"Shivajinagar Gaothan, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Family, High Court, Motor Accident, Recovery, Startup",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-rohan-rathod.webp
1695384090-198,https://lawrato.com/lawyers/pune?&page=,Advocate Siddharth Rajendra Gaikwad,https://lawrato.com/advocate-siddharth-rajendra-gaikwad,Advocate Siddharth Rajendra Gaikwad,9 years,"Ganga Dham, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-siddharth-rajendra-gaikwad.webp
1695384094-199,https://lawrato.com/lawyers/pune?&page=,Advocate Vedika Chhabria,https://lawrato.com/advocate-rakhi-sajnani,Advocate Vedika Chhabria,7 years,"Kharadi, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-rakhi-sajnani.webp
1695384098-200,https://lawrato.com/lawyers/pune?&page=,Advocate Mufaddal Readycash,https://lawrato.com/advocate-mufaddal-readycash,Advocate Mufaddal Readycash,6 years,"Khadki Bazaar, Pune","English, Gujarati, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Domestic Violence, High Court, Landlord/Tenant, Motor Accident",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-mufaddal-readycash.webp
1695384102-201,https://lawrato.com/lawyers/pune?&page=,Advocate Sumit Bhagat,https://lawrato.com/advocate-sumit-bhagat,Advocate Sumit Bhagat,8 years,"Hadapsar, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Documentation, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-sumit-bhagat.webp
1695384106-202,https://lawrato.com/lawyers/pune?&page=,Advocate Aher Yogesh Mohan,https://lawrato.com/advocate-aher-yogesh-mohan,Advocate Aher Yogesh Mohan,8 years,"Khadki, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Breach of Contract, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Divorce, Domestic Violence, Family, Media and Entertainment",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-aher-yogesh-mohan.webp
1695384110-203,https://lawrato.com/lawyers/pune?&page=,Advocate Rupali Awati,https://lawrato.com/advocate-rupali-awati,Advocate Rupali Awati,9 years,"Shikshaknagar, Pune","English, Hindi, Marathi","Cheque Bounce, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-rupali-awati.webp
1695384115-204,https://lawrato.com/lawyers/pune?&page=,Advocate Alim Husen Patel,https://lawrato.com/advocate-alim-husen-patel,Advocate Alim Husen Patel,9 years,"Shivajinagar, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Civil, Consumer Court, High Court, Medical Negligence, Muslim Law",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-alim-husen-patel.webp
1695384119-205,https://lawrato.com/lawyers/pune?&page=,Advocate Shantanu Bhagwat,https://lawrato.com/advocate-shantanu-bhagwat,Advocate Shantanu Bhagwat,7 years,"Karve Road, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Court Marriage, Divorce, Domestic Violence, Family",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-shantanu-bhagwat.webp
1695384123-206,https://lawrato.com/lawyers/pune?&page=,Advocate Amita Ashok Sawant,https://lawrato.com/advocate-amita-ashok-sawant,Advocate Amita Ashok Sawant,8 years,"Pimpri, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, Documentation, High Court, Motor Accident",,4,https://lawrato.com/lawyers/pune?&page=4,https://lawrato.com/expert_images/thumb/webp/advocate-amita-ashok-sawant.webp
