web-scraper-order,web-scraper-start-url,links,links-href,Name,Experience,Location,Languages,Practice_Areas,Courts,Pages,Pages-href
1695237257-228,https://lawrato.com/lawyers/pune?&page=,Advocate Unmesh Gopal Dindore,https://lawrato.com/advocate-unmesh-gopal-dindore,Advocate Unmesh Gopal Dindore,15 years,"15th August Chowk, Pune","English, Gujarati, Hindi, Marathi, Sanskrit","Arbitration, Banking / Finance, Bankruptcy / Insolvency, Cheque Bounce, Consumer Court, Corporate, Divorce, Property, Recovery, Wills / Trusts",,«,https://lawrato.com/lawyers/pune?&page=1
1695237260-229,https://lawrato.com/lawyers/pune?&page=,Advocate Sudhanva P RajeNimbalkar,https://lawrato.com/advocate-sudhanva-p-rajenimbalkar,Advocate Sudhanva P RajeNimbalkar,35 years,"Sadashiv Peth, Pune","English, Hindi, Marathi","Arbitration, Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, High Court, Property, Succession Certificate, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237263-236,https://lawrato.com/lawyers/pune?&page=,Advocate Pralhad Vishwanath Kachare,https://lawrato.com/advocate-pralhad-vishwanath-kachare,Advocate Pralhad Vishwanath Kachare,1 years,"Karve Nagar, Pune","English, Hindi, Marathi",Landlord/Tenant,"Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237266-241,https://lawrato.com/lawyers/pune?&page=,Advocate Juhi Qureshi,https://lawrato.com/advocate-juhi-qureshi,Advocate Juhi Qureshi,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Muslim Law, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237269-244,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Pandey,https://lawrato.com/advocate-shweta-pandey,Advocate Shweta Pandey,3 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Cheque Bounce, Child Custody, Civil, Criminal, Divorce, Domestic Violence, Family, Recovery","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237272-254,https://lawrato.com/lawyers/pune?&page=,Advocate Navid Rashid Mulani,https://lawrato.com/advocate-navid-rashid-mulani,Advocate Navid Rashid Mulani,3 years,"Camp, Pune","English, Hindi, Marathi, Urdu","Anticipatory Bail, Child Custody, Consumer Court, Criminal, Divorce, Domestic Violence, High Court, Muslim Law, Succession Certificate, Wills / Trusts","Arbitral Tribunal,",«,https://lawrato.com/lawyers/pune?&page=1
1695237275-262,https://lawrato.com/lawyers/pune?&page=,Advocate Vijay Shreebhagwan Agarwal,https://lawrato.com/advocate-vijay-shreebhagwan-agarwal,Advocate Vijay Shreebhagwan Agarwal,8 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Consumer Court, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Motor Accident, Succession Certificate","Consumer District Forum, Pune,",«,https://lawrato.com/lawyers/pune?&page=1
1695237279-269,https://lawrato.com/lawyers/pune?&page=,Advocate Shweta Joshi,https://lawrato.com/advocate-shweta-joshi,Advocate Shweta Joshi,10 years,"Dhayari, Pune","English, Hindi, Marathi","Breach of Contract, Child Custody, Civil, Consumer Court, Corporate, Divorce, Domestic Violence, Landlord/Tenant, Property, Recovery","Consumer District Forum, Pune,",«,https://lawrato.com/lawyers/pune?&page=1
1695237282-274,https://lawrato.com/lawyers/pune?&page=,Advocate Dhananjay Ravikant Gangawane,https://lawrato.com/advocate-dhananjay-ravikant-gangawane,Advocate Dhananjay Ravikant Gangawane,7 years,"Vadgaon Maval, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Documentation, Family, High Court, Property, Succession Certificate","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237285-284,https://lawrato.com/lawyers/pune?&page=,Advocate Monica Shroff,https://lawrato.com/advocate-monica-shroff,Advocate Monica Shroff,7 years,"Pimpri, Pune","English, Hindi, Marathi, Sindhi","Cheque Bounce, Child Custody, Civil, Court Marriage, Divorce, Documentation, Domestic Violence, Family, High Court, Property, Recovery, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237288-294,https://lawrato.com/lawyers/pune?&page=,Advocate Minakshi Bapu Ovhal Dakhane,https://lawrato.com/advocate-minakshi-bapu-ovhal,Advocate Minakshi Bapu Ovhal Dakhane,12 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Consumer Court, Court Marriage, Divorce, Domestic Violence, Family, Labour & Service, Property, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237291-299,https://lawrato.com/lawyers/pune?&page=,Advocate Rani Sonawane,https://lawrato.com/advocate-rani-sonawane,Advocate Rani Sonawane,24 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Motor Accident, Muslim Law, Succession Certificate","District and Sessions Court, Mumbai,",«,https://lawrato.com/lawyers/pune?&page=1
1695237294-302,https://lawrato.com/lawyers/pune?&page=,Advocate Clerence Pereira,https://lawrato.com/advocate-clerence-pereira,Advocate Clerence Pereira,6 years,"Camp, Pune","English, Hindi, Marathi","Anticipatory Bail, Arbitration, Civil, Criminal, Divorce, High Court, Landlord/Tenant, NCLT, Property, Succession Certificate","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237297-307,https://lawrato.com/lawyers/pune?&page=,Advocate Ganesh Arjun Ranadive,https://lawrato.com/advocate-ganesh-arjun-ranadive,Advocate Ganesh Arjun Ranadive,15 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Divorce, Domestic Violence, Family, Landlord/Tenant, Property, RERA, Succession Certificate","Court of Small Causes, Pune,",«,https://lawrato.com/lawyers/pune?&page=1
1695237300-310,https://lawrato.com/lawyers/pune?&page=,Advocate Sharayu Zanak,https://lawrato.com/advocate-sharayu-zanak,Advocate Sharayu Zanak,0 years,"Sinhagad road, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Divorce, Documentation, Domestic Violence, Family, Landlord/Tenant, Recovery, Succession Certificate, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237303-320,https://lawrato.com/lawyers/pune?&page=,Advocate M P Salunke,https://lawrato.com/advocate-m-p-salunke,Advocate M P Salunke,12 years,"Pune Satara Road, Swargate, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Property, Recovery, Supreme Court, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237306-323,https://lawrato.com/lawyers/pune?&page=,Advocate Sudhir Reddy,https://lawrato.com/advocate-sudhir-reddy,Advocate Sudhir Reddy,13 years,"Model Colony, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Cheque Bounce, Child Custody, Consumer Court, Corporate, Criminal, Customs & Central Excise, Divorce, Family, Insurance, International Law, Labour & Service, Landlord/Tenant, Medical Negligence, Motor Accident, Property, Recovery, Startup, Trademark & Copyright, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237309-328,https://lawrato.com/lawyers/pune?&page=,Advocate Rishabh Gandhi,https://lawrato.com/advocate-rishabh-gandhi,Advocate Rishabh Gandhi,14 years,"Erandvane, Pune","English, Hindi, Marathi","Arbitration, Bankruptcy / Insolvency, Consumer Court, Corporate, Divorce, Documentation, High Court, Labour & Service, NCLT, Property, RERA, Startup, Trademark & Copyright","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237312-330,https://lawrato.com/lawyers/pune?&page=,Advocate Khursheed Anwar Qureshi,https://lawrato.com/advocate-khursheedanwarqureshi,Advocate Khursheed Anwar Qureshi,29 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Cheque Bounce, Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Medical Negligence, Muslim Law, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237315-333,https://lawrato.com/lawyers/pune?&page=,Advocate Ravi Jadhav,https://lawrato.com/advocate-ravi-jadhav,Advocate Ravi Jadhav,15 years,"Koregaon Park, Pune","English, Hindi","Anticipatory Bail, Arbitration, Banking / Finance, Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Child Custody, Civil, Consumer Court, Corporate, Court Marriage, Criminal, Customs & Central Excise, Cyber Crime, Divorce, Documentation, Domestic Violence, Family, GST, High Court, Insurance, International Law, Labour & Service, Landlord/Tenant, Media and Entertainment, Medical Negligence, Motor Accident, NCLT, Patent, Property, R.T.I, Recovery, RERA, Startup, Succession Certificate, Supreme Court, Tax, Trademark & Copyright, Wills / Trusts","Bombay High Court,",«,https://lawrato.com/lawyers/pune?&page=1
1695237318-336,https://lawrato.com/lawyers/pune?&page=,Advocate Amit Rathi,https://lawrato.com/advocate-amit-rathi,Advocate Amit Rathi,15 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Court Marriage, Criminal, Documentation, Domestic Violence, Family, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237321-337,https://lawrato.com/lawyers/pune?&page=,Advocate Radhika Pachpor,https://lawrato.com/advocate-radhika-pachpor,Advocate Radhika Pachpor,16 years,"Erandwane Gavthan, Pune","English, Hindi, Marathi","Anticipatory Bail, Civil, Criminal, Divorce, Documentation, Domestic Violence, Medical Negligence, Motor Accident, NCLT, Property, RERA, Startup, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237324-338,https://lawrato.com/lawyers/pune?&page=,Advocate Sagar Kothari,https://lawrato.com/advocate-sagar-kothari,Advocate Sagar Kothari,21 years,"District Court Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Civil, Criminal, High Court, Medical Negligence, Motor Accident, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237327-339,https://lawrato.com/lawyers/pune?&page=,Advocate Vijay Kalu Wani,https://lawrato.com/advocate-vijay-kalu-wani,Advocate Vijay Kalu Wani,7 years,"Koregaon, Pune","English, Hindi, Konkani, Marathi","Anticipatory Bail, Arbitration, Child Custody, Court Marriage, Criminal, Divorce, Domestic Violence, Family, International Law",,2,https://lawrato.com/lawyers/pune?&page=2
1695237330-340,https://lawrato.com/lawyers/pune?&page=,Advocate Sangram Singh Desai,https://lawrato.com/advocate-sangram-desai,Advocate Sangram Singh Desai,23 years,"Shivajinagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Bankruptcy / Insolvency, Breach of Contract, Corporate, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Labour & Service, Media and Entertainment, Medical Negligence, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237333-341,https://lawrato.com/lawyers/pune?&page=,Advocate Anis Momin,https://lawrato.com/advocate-anis-momin,Advocate Anis Momin,11 years,"Shivajinagar, Pune","English, Hindi, Marathi","Child Custody, Court Marriage, Divorce, Domestic Violence, Family, High Court, Muslim Law",,2,https://lawrato.com/lawyers/pune?&page=2
1695237336-342,https://lawrato.com/lawyers/pune?&page=,Advocate Pranay Lanjile,https://lawrato.com/advocate-pranay-lanjile,Advocate Pranay Lanjile,12 years,"Shaniwar Peth, Pune","English, Hindi, Marathi","Cheque Bounce, Child Custody, Civil, Court Marriage, Divorce, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2
1695237339-343,https://lawrato.com/lawyers/pune?&page=,Advocate Darshan Subhash Oswal,https://lawrato.com/advocate-darshan-subhash-oswal,Advocate Darshan Subhash Oswal,11 years,"Vadgaon Maval, Pune","English, Hindi, Marathi","Anticipatory Bail, Cheque Bounce, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court",,2,https://lawrato.com/lawyers/pune?&page=2
1695237342-344,https://lawrato.com/lawyers/pune?&page=,Advocate Harshad Rathod,https://lawrato.com/advocate-harshad-rathod,Advocate Harshad Rathod,11 years,"Hira Baug, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Civil, Corporate, Criminal, International Law, NCLT, Patent, Trademark & Copyright",,2,https://lawrato.com/lawyers/pune?&page=2
1695237345-345,https://lawrato.com/lawyers/pune?&page=,Advocate Premchand L Malpani,https://lawrato.com/advocate-premchand-l-malpani,Advocate Premchand L Malpani,9 years,"Shivaji Nagar, Pune","English, Hindi, Marathi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, NCLT, Property, RERA, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237348-346,https://lawrato.com/lawyers/pune?&page=,Advocate Himanshu Nagarkar,https://lawrato.com/advocate-himanshu-nagarkar,Advocate Himanshu Nagarkar,12 years,"Lokmanya Nagar, Pune","English, Hindi, Marathi","Child Custody, Civil, Court Marriage, Cyber Crime, Divorce, Domestic Violence, Family, High Court",,2,https://lawrato.com/lawyers/pune?&page=2
1695237351-347,https://lawrato.com/lawyers/pune?&page=,Advocate Seema Ravindra Kulkarni,https://lawrato.com/advocate-seema-ravindra-kulkarni,Advocate Seema Ravindra Kulkarni,17 years,"Wakad, Pune","English, Hindi","Anticipatory Bail, Child Custody, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2
1695237354-348,https://lawrato.com/lawyers/pune?&page=,Advocate Rohit Shaligram,https://lawrato.com/advocate-rohit-shaligram,Advocate Rohit Shaligram,10 years,"Kumthekar Road, Pune","English, Hindi, Marathi","Anticipatory Bail, Banking / Finance, Bankruptcy / Insolvency, Civil, Court Marriage, Criminal, Divorce, Domestic Violence, Family, High Court, Recovery, Supreme Court",,2,https://lawrato.com/lawyers/pune?&page=2
1695237357-349,https://lawrato.com/lawyers/pune?&page=,Advocate Ajay Ashok Joshi,https://lawrato.com/advocate-ajay-ashok-joshi,Advocate Ajay Ashok Joshi,28 years,"Erandwana, Pune","English, Hindi, Marathi","Civil, Court Marriage, Domestic Violence, Family, High Court, Landlord/Tenant, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,2,https://lawrato.com/lawyers/pune?&page=2
1695237360-350,https://lawrato.com/lawyers/pune?&page=,Advocate Sudarshan Desai,https://lawrato.com/advocate-sudarshan-desai,Advocate Sudarshan Desai,11 years,"M.G Road, Pune","English, Hindi, Marathi","Arbitration, Banking / Finance, Cheque Bounce, Divorce, Domestic Violence, Family, Insurance, Succession Certificate, Trademark & Copyright, Wills / Trusts",,2,https://lawrato.com/lawyers/pune?&page=2
1695237363-351,https://lawrato.com/lawyers/pune?&page=,Advocate Sharad Malode,https://lawrato.com/advocate-sharad-malode,Advocate Sharad Malode,12 years,"Thergaon, Pune","English, Hindi, Marathi","Cheque Bounce, Civil, Consumer Court, Court Marriage, Divorce, Documentation, Domestic Violence, Family",,2,https://lawrato.com/lawyers/pune?&page=2
1695237366-352,https://lawrato.com/lawyers/pune?&page=,Advocate C S Koyalikar,https://lawrato.com/advocate-c-s-koyalikar,Advocate C S Koyalikar,24 years,"Shivajinagar, Pune","English, Hindi, Marathi","Breach of Contract, Cheque Bounce, Civil, Consumer Court, Court Marriage, Criminal, Divorce, Domestic Violence, Family, Medical Negligence, Property, Succession Certificate",,2,https://lawrato.com/lawyers/pune?&page=2
1695237369-353,https://lawrato.com/lawyers/pune?&page=,Advocate Vaibhav Kasture,https://lawrato.com/advocate-vaibhav-kasture,Advocate Vaibhav Kasture,22 years,"Shivajinagar, Pune","English, Hindi, Marathi","Bankruptcy / Insolvency, Breach of Contract, Cheque Bounce, Corporate, Court Marriage, Divorce, Domestic Violence, Family, Labour & Service, Media and Entertainment, NCLT, Property, RERA, Succession Certificate, Wills / Trusts",,2,https://lawrato.com/lawyers/pune?&page=2
